cena,powierzchnia,wiek,czynsz,pokoje,piętro,wysokość budynku,odległość od centrum,miasto,zabudowa,wykończenie,okna,ogrzewanie
629000,41.5,51.0,545.0,2.0,5,10.0,7.08,Warszawa,blok,do zamieszkania,,miejskie
4431900,134.3,,,3.0,4,4.0,1.51,Warszawa,kamienica,,,gazowe
479000,21.0,91.0,600.0,1.0,4,4.0,1.88,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
4790000,186.0,114.0,1450.0,5.0,2,6.0,1.16,Warszawa,kamienica,do remontu,,miejskie
1990000,88.72,9.0,1200.0,4.0,1,4.0,4.15,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
570000,44.2,25.0,800.0,2.0,6,10.0,12.1,Warszawa,blok,do remontu,drewniane,inne
840000,59.7,43.0,1000.0,2.0,parter,10.0,5.5,Warszawa,blok,do zamieszkania,plastikowe,miejskie
850000,64.0,51.0,1300.0,4.0,parter,4.0,7.08,Warszawa,blok,do remontu,plastikowe,miejskie
655000,37.0,19.0,820.0,2.0,4,10.0,4.99,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
700000,25.8,77.0,400.0,1.0,2,3.0,1.81,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
580000,25.22,88.0,464.0,1.0,1,3.0,2.95,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
1352260,74.3,31.0,1820.0,3.0,2,6.0,2.52,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
430000,37.0,,,1.0,parter,2.0,25.04,Milanówek,kamienica,do wykończenia,plastikowe,kotłownia
523000,43.95,56.0,,2.0,parter,1.0,26.5,Milanówek,kamienica,do wykończenia,plastikowe,kotłownia
630000,38.93,49.0,820.0,2.0,parter,4.0,6.36,Warszawa,blok,do zamieszkania,plastikowe,miejskie
925000,44.97,4.0,890.0,2.0,parter,5.0,7.08,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1599000,71.22,9.0,800.0,3.0,2,6.0,4.03,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1549000,81.41,1.0,,4.0,1,4.0,5.28,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1222000,66.96,18.0,,3.0,1,4.0,9.15,Warszawa,apartamentowiec,do zamieszkania,,miejskie
587000,64.75,26.0,690.0,3.0,1,4.0,96.84,Radom,blok,do zamieszkania,plastikowe,miejskie
570000,46.27,16.0,500.0,2.0,1,3.0,51.19,Wyszków,blok,do zamieszkania,plastikowe,miejskie
1065000,54.0,19.0,,2.0,1,4.0,9.28,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
600000,36.0,57.0,,2.0,3,12.0,4.6,Warszawa,blok,do remontu,plastikowe,miejskie
1949000,65.0,7.0,1000.0,3.0,> 10,16.0,2.56,Warszawa,blok,do zamieszkania,drewniane,miejskie
790000,55.0,11.0,780.0,3.0,parter,2.0,9.48,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
4150000,134.0,,2000.0,4.0,4,4.0,9.42,Warszawa,apartamentowiec,do zamieszkania,,miejskie
4128000,129.0,90.0,1500.0,4.0,2,5.0,1.62,Warszawa,kamienica,do zamieszkania,,miejskie
1025000,45.65,10.0,810.0,2.0,1,5.0,3.97,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1190000,47.24,3.0,1200.0,3.0,3,5.0,4.42,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
2150000,91.0,26.0,1300.0,3.0,1,6.0,5.19,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
549000,23.0,92.0,450.0,1.0,2,4.0,3.19,Warszawa,kamienica,,,miejskie
899990,90.13,4.0,1000.0,4.0,1,3.0,24.01,Radzymin,blok,do zamieszkania,,miejskie
1345000,46.66,17.0,1.0,2.0,10,17.0,1.32,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
645000,47.9,25.0,,3.0,1,4.0,12.88,Piastów,blok,do zamieszkania,,miejskie
390000,23.0,9.0,350.0,1.0,1,8.0,4.34,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
655000,45.6,64.0,,2.0,parter,6.0,4.79,Warszawa,blok,do zamieszkania,,miejskie
1220000,71.0,13.0,1430.0,3.0,3,3.0,5.77,Warszawa,blok,do zamieszkania,,miejskie
894000,67.0,18.0,700.0,3.0,parter,3.0,12.46,Warszawa,apartamentowiec,do zamieszkania,,gazowe
1297000,35.9,1.0,,1.0,> 10,28.0,1.58,Warszawa,apartamentowiec,do zamieszkania,aluminiowe,miejskie
620000,34.65,5.0,670.0,1.0,5,5.0,5.39,Warszawa,blok,do zamieszkania,plastikowe,miejskie
555000,48.25,20.0,600.0,2.0,parter,,37.42,Mińsk Mazowiecki,blok,do zamieszkania,drewniane,gazowe
1190000,44.71,41.0,700.0,2.0,3,,3.11,Warszawa,blok,do zamieszkania,,
600000,44.0,21.0,800.0,2.0,4,6.0,8.39,Warszawa,blok,do wykończenia,plastikowe,miejskie
829000,74.0,23.0,668.0,3.0,1,2.0,12.41,Warszawa,blok,do zamieszkania,drewniane,kotłownia
560000,53.3,51.0,,3.0,parter,3.0,29.83,Grodzisk Mazowiecki,blok,do remontu,plastikowe,miejskie
750000,54.05,17.0,1200.0,2.0,2,3.0,15.46,Józefosław,blok,do zamieszkania,plastikowe,kotłownia
793400,58.1,68.0,1112.0,3.0,4,4.0,5.16,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
440000,50.9,72.0,600.0,2.0,2,,14.15,Ożarów Mazowiecki,blok,do remontu,plastikowe,kotłownia
1380000,42.21,4.0,560.0,2.0,10,16.0,1.11,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
915000,58.86,92.0,,2.0,4,4.0,3.57,Warszawa,kamienica,do zamieszkania,,gazowe
568000,42.5,46.0,1200.0,2.0,10,10.0,6.1,Warszawa,blok,do zamieszkania,,miejskie
830000,38.0,8.0,,2.0,4,6.0,3.14,Warszawa,blok,do zamieszkania,drewniane,miejskie
499000,38.0,56.0,640.0,2.0,parter,7.0,4.89,Warszawa,blok,,drewniane,miejskie
499000,36.27,1.0,,2.0,2,2.0,13.12,Warszawa,blok,do wykończenia,plastikowe,inne
1490000,52.0,16.0,1300.0,2.0,> 10,22.0,1.26,Warszawa,blok,do zamieszkania,plastikowe,miejskie
640000,42.2,,,2.0,9,10.0,6.47,Warszawa,blok,do zamieszkania,plastikowe,miejskie
719000,37.6,10.0,750.0,2.0,10,10.0,4.85,Warszawa,blok,do zamieszkania,plastikowe,miejskie
3623620,139.37,89.0,3400.0,4.0,2,2.0,3.73,Warszawa,kamienica,do wykończenia,,miejskie
655000,56.0,16.0,700.0,2.0,parter,3.0,13.15,Warszawa,blok,,plastikowe,miejskie
2332460,89.71,89.0,2200.0,4.0,2,2.0,3.73,Warszawa,kamienica,do wykończenia,drewniane,miejskie
1550000,52.0,22.0,900.0,2.0,6,6.0,2.88,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
990000,62.0,8.0,1200.0,3.0,2,2.0,11.42,Marki,blok,do zamieszkania,plastikowe,inne
826000,63.57,7.0,894.0,3.0,2,4.0,11.87,Warszawa,blok,do zamieszkania,plastikowe,kotłownia
830000,29.47,1.0,550.0,1.0,1,6.0,5.77,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
279000,37.9,23.0,170.0,1.0,2,2.0,86.1,Sokołów Podlaski,blok,do zamieszkania,plastikowe,gazowe
529000,38.0,51.0,620.0,2.0,5,10.0,4.71,Warszawa,blok,do remontu,plastikowe,miejskie
899000,62.46,38.0,1200.0,3.0,1,10.0,10.73,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1385000,75.85,10.0,790.0,3.0,2,3.0,6.0,Warszawa,blok,do zamieszkania,plastikowe,miejskie
729000,38.2,71.0,663.0,2.0,5,7.0,2.71,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
1699000,90.2,16.0,1300.0,4.0,2,4.0,8.55,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1490000,65.0,96.0,460.0,3.0,3,4.0,3.27,Warszawa,kamienica,do zamieszkania,plastikowe,gazowe
860000,48.4,24.0,902.0,2.0,2,10.0,10.73,Warszawa,blok,do zamieszkania,drewniane,miejskie
1210000,85.6,33.0,1150.0,4.0,3,5.0,7.48,Warszawa,blok,do zamieszkania,,inne
700000,42.1,,760.0,2.0,2,2.0,11.23,Warszawa,blok,do zamieszkania,plastikowe,elektryczne
999000,50.6,68.0,790.0,2.0,parter,2.0,3.26,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
2850000,123.0,29.0,2000.0,5.0,10,10.0,1.28,Warszawa,blok,,,miejskie
1899000,68.0,125.0,700.0,3.0,2,6.0,0.99,Warszawa,kamienica,do wykończenia,plastikowe,miejskie
1899000,85.0,88.0,1200.0,4.0,2,3.0,0.92,Warszawa,kamienica,do remontu,,miejskie
799000,43.0,21.0,650.0,2.0,3,,3.62,Warszawa,blok,do zamieszkania,plastikowe,miejskie
459000,37.6,54.0,600.0,2.0,4,10.0,6.56,Warszawa,blok,do remontu,plastikowe,
840000,48.7,47.0,1500.0,3.0,> 10,15.0,2.95,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1050000,50.0,72.0,818.0,2.0,1,3.0,3.59,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
540000,38.0,56.0,,1.0,4,4.0,5.76,Warszawa,blok,do wykończenia,plastikowe,miejskie
973940,44.27,0.0,,2.0,3,4.0,6.23,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1682000,62.9,5.0,950.0,3.0,9,11.0,3.47,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
999000,41.5,4.0,700.0,2.0,5,9.0,3.61,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1920000,76.99,18.0,,2.0,1,17.0,2.16,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1447500,82.5,50.0,1275.0,3.0,> 10,11.0,2.89,Warszawa,blok,do remontu,plastikowe,miejskie
999000,74.7,37.0,1040.0,4.0,2,3.0,10.69,Warszawa,blok,do zamieszkania,plastikowe,miejskie
750000,48.5,55.0,711.0,3.0,1,4.0,5.09,Warszawa,blok,do remontu,,miejskie
720000,39.77,1.0,,2.0,3,7.0,7.93,Warszawa,apartamentowiec,do wykończenia,,miejskie
955500,48.61,52.0,820.0,2.0,4,16.0,2.53,Warszawa,blok,do zamieszkania,,miejskie
849000,57.24,22.0,,2.0,1,7.0,5.99,Warszawa,blok,do zamieszkania,,miejskie
1275000,59.05,3.0,950.0,3.0,1,6.0,5.22,Warszawa,apartamentowiec,do zamieszkania,,miejskie
699000,35.5,71.0,650.0,2.0,3,4.0,3.72,Warszawa,kamienica,do zamieszkania,,miejskie
920000,57.5,56.0,900.0,3.0,6,15.0,0.93,Warszawa,blok,do zamieszkania,,miejskie
945000,31.83,5.0,450.0,1.0,1,6.0,3.79,Warszawa,blok,do zamieszkania,drewniane,miejskie
1088000,41.44,112.0,700.0,2.0,2,2.0,2.44,Warszawa,kamienica,,plastikowe,miejskie
750000,43.91,4.0,1000.0,2.0,parter,6.0,10.36,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1150000,63.5,23.0,1200.0,3.0,1,6.0,5.84,Warszawa,blok,do zamieszkania,plastikowe,miejskie
698000,49.86,71.0,610.0,2.0,1,3.0,4.37,Warszawa,blok,,drewniane,miejskie
1490000,108.19,30.0,1850.0,4.0,4,4.0,6.61,Warszawa,blok,do zamieszkania,plastikowe,miejskie
777000,38.0,96.0,,2.0,4,4.0,1.86,Warszawa,kamienica,do zamieszkania,,miejskie
669000,44.0,60.0,590.0,2.0,4,4.0,3.62,Warszawa,blok,,plastikowe,miejskie
329000,36.4,,590.0,2.0,parter,10.0,92.97,Radom,blok,do zamieszkania,plastikowe,miejskie
690000,32.14,8.0,730.0,2.0,parter,5.0,4.11,Warszawa,blok,do zamieszkania,plastikowe,miejskie
610000,37.3,59.0,800.0,2.0,1,13.0,1.8,Warszawa,blok,do zamieszkania,plastikowe,miejskie
315000,55.5,,289.0,3.0,3,3.0,85.48,Kotuń,blok,do zamieszkania,,
839000,65.0,47.0,1050.0,3.0,1,10.0,6.91,Warszawa,blok,do remontu,plastikowe,miejskie
1440000,81.1,26.0,1447.0,3.0,3,15.0,3.52,Warszawa,blok,do zamieszkania,plastikowe,miejskie
899000,59.2,3.0,1100.0,3.0,2,5.0,16.32,Pruszków,blok,do zamieszkania,plastikowe,miejskie
670000,41.0,5.0,640.0,2.0,2,3.0,24.99,Zegrze Południowe,blok,do zamieszkania,,miejskie
956000,92.0,11.0,1200.0,4.0,8,16.0,17.18,Piaseczno,blok,do zamieszkania,plastikowe,miejskie
1700000,73.0,17.0,1200.0,3.0,parter,4.0,9.05,Warszawa,blok,do zamieszkania,drewniane,miejskie
1786000,55.84,2.0,681.0,3.0,7,8.0,2.01,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
679000,84.5,43.0,1000.0,4.0,parter,4.0,85.43,Siedlce,blok,do zamieszkania,plastikowe,miejskie
779000,57.6,60.0,890.0,3.0,2,4.0,4.42,Warszawa,blok,do remontu,plastikowe,miejskie
760000,41.89,3.0,440.0,2.0,parter,4.0,6.17,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
950000,45.32,4.0,287.0,2.0,4,8.0,6.71,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
900000,45.99,3.0,483.0,2.0,2,4.0,6.17,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1060000,56.03,3.0,589.0,3.0,4,4.0,6.17,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
837000,39.09,4.0,254.0,2.0,6,12.0,6.81,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
683000,33.74,3.0,355.0,2.0,1,4.0,6.17,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1410750,70.38,3.0,444.0,3.0,5,8.0,6.7,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
589000,40.32,87.0,639.0,2.0,1,3.0,4.16,Warszawa,kamienica,do remontu,plastikowe,gazowe
990000,46.37,3.0,293.0,2.0,7,8.0,6.73,Warszawa,apartamentowiec,do zamieszkania,plastikowe,
748000,53.0,0.0,600.0,3.0,3,4.0,8.13,Warszawa,blok,do wykończenia,,miejskie
759000,53.0,0.0,600.0,3.0,3,4.0,8.72,Warszawa,blok,do wykończenia,,miejskie
955000,46.33,4.0,293.0,2.0,2,8.0,6.68,Warszawa,blok,do zamieszkania,plastikowe,miejskie
870000,74.5,,700.0,3.0,2,2.0,14.86,Józefosław,blok,do zamieszkania,plastikowe,gazowe
835000,60.7,50.0,1000.0,3.0,1,7.0,5.16,Warszawa,blok,do remontu,plastikowe,miejskie
420000,31.0,18.0,,1.0,parter,3.0,13.45,Pruszków,blok,do zamieszkania,plastikowe,miejskie
679000,42.94,49.0,856.0,2.0,10,10.0,5.6,Warszawa,blok,do zamieszkania,plastikowe,miejskie
835000,47.3,22.0,1000.0,2.0,1,4.0,4.25,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2200000,78.68,17.0,1500.0,4.0,1,7.0,0.72,Warszawa,apartamentowiec,,,miejskie
2990000,81.0,1.0,,3.0,6,28.0,0.67,Warszawa,apartamentowiec,do zamieszkania,,miejskie
875750,56.5,53.0,1000.0,3.0,8,10.0,4.0,Warszawa,blok,,,miejskie
1450000,72.0,24.0,,3.0,5,8.0,0.51,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2590000,144.0,28.0,,4.0,3,9.0,2.35,Warszawa,blok,do zamieszkania,drewniane,miejskie
1510000,52.54,,720.0,3.0,3,7.0,1.38,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1040000,48.7,4.0,312.0,2.0,1,8.0,6.68,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1449000,83.0,74.0,1700.0,4.0,3,3.0,4.29,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
998000,43.35,10.0,1175.0,2.0,4,7.0,6.18,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
3150000,150.0,26.0,,4.0,4,5.0,3.19,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
526000,40.48,14.0,900.0,2.0,4,4.0,15.76,Kręczki,blok,do wykończenia,plastikowe,kotłownia
655000,55.88,20.0,,2.0,1,3.0,10.16,Ząbki,blok,do zamieszkania,plastikowe,inne
890000,84.5,18.0,1500.0,3.0,2,2.0,11.87,Marki,blok,do zamieszkania,,gazowe
1290000,54.8,65.0,1059.0,2.0,1,4.0,0.77,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
1399000,50.4,17.0,800.0,2.0,5,8.0,3.37,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
516000,42.25,60.0,650.0,2.0,3,2.0,8.65,Warszawa,blok,do remontu,,miejskie
893000,54.0,56.0,1153.0,3.0,4,10.0,4.06,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1100000,68.0,32.0,,3.0,2,7.0,5.48,Warszawa,blok,do zamieszkania,,miejskie
1591000,37.0,2.0,,1.0,> 10,29.0,1.6,Warszawa,apartamentowiec,do zamieszkania,,
2799000,72.0,18.0,1500.0,2.0,1,6.0,1.25,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1050000,38.5,116.0,,1.0,1,4.0,1.41,Warszawa,kamienica,do zamieszkania,,
1349000,62.1,20.0,,3.0,parter,6.0,3.98,Warszawa,blok,,,miejskie
659000,38.0,61.0,720.0,2.0,5,7.0,4.3,Warszawa,blok,do remontu,plastikowe,miejskie
730000,32.09,9.0,800.0,1.0,parter,6.0,5.73,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
750000,56.0,26.0,1000.0,3.0,parter,2.0,12.41,Warszawa,blok,do wykończenia,,kotłownia
749900,37.5,1.0,,2.0,2,3.0,6.25,Warszawa,apartamentowiec,do zamieszkania,,miejskie
940000,50.8,6.0,840.0,2.0,4,6.0,7.12,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1430000,82.4,19.0,1480.0,3.0,2,6.0,4.16,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1273300,55.73,14.0,930.0,2.0,6,10.0,4.95,Warszawa,apartamentowiec,,,miejskie
360000,28.75,91.0,350.0,1.0,2,2.0,7.73,Warszawa,kamienica,do remontu,drewniane,kotłownia
375000,20.0,71.0,300.0,1.0,2,4.0,2.83,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
2120000,125.25,26.0,1500.0,5.0,1,4.0,6.34,Warszawa,apartamentowiec,do zamieszkania,plastikowe,kotłownia
2350000,94.15,69.0,1035.0,3.0,1,5.0,1.92,Warszawa,kamienica,,,miejskie
540000,36.0,58.0,667.0,4.0,,16.0,4.67,Warszawa,blok,,,miejskie
585000,35.0,43.0,700.0,2.0,6,10.0,6.84,Warszawa,blok,do zamieszkania,plastikowe,miejskie
939000,49.8,23.0,1100.0,2.0,3,12.0,10.45,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1140000,50.0,2.0,570.0,2.0,1,6.0,4.8,Warszawa,blok,do zamieszkania,plastikowe,miejskie
569000,45.01,19.0,800.0,2.0,1,4.0,9.96,Ząbki,blok,do zamieszkania,plastikowe,inne
765000,40.98,12.0,400.0,2.0,1,3.0,6.45,Warszawa,apartamentowiec,do zamieszkania,,miejskie
825000,63.8,51.0,950.0,4.0,4,4.0,6.16,Warszawa,blok,,plastikowe,miejskie
1199000,48.38,74.0,939.0,2.0,4,4.0,0.69,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
650000,40.05,66.0,655.0,2.0,3,4.0,3.52,Warszawa,kamienica,,,miejskie
898498,76.52,0.0,1055.0,4.0,1,2.0,10.56,Warszawa,blok,do wykończenia,plastikowe,gazowe
775000,47.24,69.0,1000.0,2.0,1,3.0,3.83,Warszawa,kamienica,do remontu,plastikowe,miejskie
635000,38.0,51.0,830.0,2.0,1,11.0,4.37,Warszawa,blok,do zamieszkania,plastikowe,miejskie
599000,31.0,51.0,330.0,2.0,1,10.0,7.11,Warszawa,blok,do zamieszkania,plastikowe,miejskie
497861,36.9,0.0,490.0,2.0,1,2.0,10.58,Warszawa,blok,do wykończenia,plastikowe,gazowe
2500000,79.0,,1250.0,3.0,2,3.0,0.94,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
5647680,235.32,19.0,2500.0,5.0,3,3.0,9.2,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
3650000,122.0,6.0,1800.0,5.0,4,4.0,8.73,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1370000,50.0,68.0,800.0,2.0,parter,5.0,1.7,Warszawa,kamienica,do zamieszkania,drewniane,miejskie
3499000,117.9,1.0,,4.0,2,3.0,4.8,Warszawa,blok,do zamieszkania,drewniane,miejskie
2699000,71.0,1.0,2300.0,3.0,3,6.0,1.67,Warszawa,blok,do zamieszkania,plastikowe,miejskie
3050000,129.3,73.0,,3.0,4,4.0,1.95,Warszawa,kamienica,do zamieszkania,drewniane,miejskie
1020000,47.6,71.0,920.0,2.0,3,7.0,0.64,Warszawa,kamienica,do remontu,plastikowe,miejskie
850000,39.56,2.0,1000.0,2.0,5,5.0,5.02,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2320000,96.48,16.0,1350.0,3.0,2,9.0,1.13,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
2990000,132.4,27.0,2425.0,4.0,1,2.0,8.66,Warszawa,apartamentowiec,,drewniane,gazowe
2590000,79.6,11.0,1750.0,3.0,1,7.0,1.76,Warszawa,apartamentowiec,,,miejskie
4300000,124.0,96.0,1700.0,5.0,6,6.0,2.24,Warszawa,kamienica,do zamieszkania,drewniane,miejskie
4990000,145.3,,1943.0,5.0,4,5.0,5.62,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
835000,40.29,2.0,1000.0,2.0,3,5.0,4.99,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1375000,61.1,25.0,1000.0,2.0,7,10.0,6.74,Warszawa,apartamentowiec,do zamieszkania,plastikowe,kotłownia
4150000,134.0,17.0,2000.0,4.0,4,4.0,9.77,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
6150000,150.0,8.0,2900.0,5.0,> 10,14.0,1.05,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1250000,60.0,14.0,800.0,2.0,3,4.0,9.72,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2799000,116.0,28.0,,4.0,4,5.0,3.33,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1139000,69.0,97.0,630.0,2.0,3,4.0,2.2,Warszawa,kamienica,do zamieszkania,plastikowe,gazowe
2890000,53.0,12.0,2200.0,2.0,> 10,44.0,0.5,Warszawa,apartamentowiec,,,miejskie
2799000,131.01,,2900.0,4.0,3,3.0,5.58,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1390000,56.0,96.0,,2.0,2,3.0,4.05,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
680000,41.79,54.0,850.0,2.0,3,10.0,6.88,Warszawa,blok,do zamieszkania,plastikowe,miejskie
289000,33.39,,580.0,1.0,1,3.0,43.0,Żyrardów,blok,,plastikowe,miejskie
870000,69.0,89.0,800.0,3.0,1,3.0,6.7,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
2850000,87.99,96.0,1150.0,3.0,2,,1.51,Warszawa,kamienica,do zamieszkania,,miejskie
761250,43.5,56.0,600.0,2.0,2,7.0,3.47,Warszawa,blok,do zamieszkania,drewniane,miejskie
429000,37.08,,580.0,2.0,2,4.0,53.09,Sochaczew,blok,do zamieszkania,plastikowe,miejskie
1299000,59.0,114.0,1000.0,2.0,4,7.0,1.2,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
914000,44.1,2.0,287.0,2.0,6,6.0,5.35,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
449000,120.0,5.0,780.0,3.0,3,3.0,43.88,Żyrardów,apartamentowiec,do wykończenia,drewniane,miejskie
499000,53.17,1.0,450.0,3.0,5,5.0,50.96,Warka,blok,do wykończenia,plastikowe,miejskie
900000,38.8,56.0,716.0,2.0,6,15.0,1.0,Warszawa,blok,do zamieszkania,plastikowe,miejskie
915000,44.11,2.0,287.0,2.0,6,6.0,5.5,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1030000,53.45,18.0,1000.0,2.0,6,6.0,4.63,Warszawa,blok,do zamieszkania,drewniane,miejskie
189000,25.36,,400.0,1.0,2,,41.83,Grójec,blok,,plastikowe,
1449000,76.25,75.0,1129.0,3.0,2,5.0,1.35,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
865000,72.0,49.0,1500.0,4.0,5,12.0,6.09,Warszawa,blok,do wykończenia,plastikowe,miejskie
740000,73.36,18.0,360.0,4.0,2,3.0,23.63,Radzymin,blok,do zamieszkania,plastikowe,gazowe
1999000,100.0,16.0,950.0,5.0,5,5.0,6.61,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1190000,62.0,18.0,1300.0,2.0,3,3.0,9.17,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
568000,38.0,48.0,,2.0,1,10.0,15.19,Pruszków,blok,do zamieszkania,plastikowe,miejskie
540000,38.0,56.0,600.0,2.0,4,4.0,9.27,Warszawa,blok,,,miejskie
580000,26.28,,,1.0,3,4.0,2.13,Warszawa,blok,do zamieszkania,,
610000,58.0,10.0,600.0,3.0,parter,3.0,87.62,Siedlce,blok,do zamieszkania,plastikowe,miejskie
374000,31.47,46.0,450.0,2.0,2,,86.53,Siedlce,blok,do zamieszkania,plastikowe,miejskie
650000,53.2,50.0,790.0,3.0,2,11.0,7.93,Warszawa,blok,do remontu,plastikowe,miejskie
850000,36.97,69.0,630.0,2.0,parter,4.0,2.87,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
1880000,85.0,5.0,1300.0,4.0,parter,3.0,7.68,Warszawa,apartamentowiec,do zamieszkania,,
765000,50.0,67.0,,2.0,2,3.0,6.27,Warszawa,blok,do remontu,plastikowe,miejskie
840000,54.3,58.0,,3.0,5,10.0,3.33,Warszawa,blok,do zamieszkania,plastikowe,miejskie
750000,56.86,61.0,,3.0,parter,3.0,4.02,Warszawa,blok,do remontu,plastikowe,miejskie
650000,52.94,10.0,530.0,2.0,4,4.0,85.88,Siedlce,blok,do zamieszkania,plastikowe,
1150000,63.0,19.0,1076.0,2.0,2,4.0,9.04,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1200000,57.3,70.0,930.0,4.0,2,3.0,2.37,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2350000,105.26,8.0,1400.0,4.0,2,4.0,8.57,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
899000,63.0,3.0,700.0,3.0,1,3.0,23.24,Otwock,apartamentowiec,do zamieszkania,drewniane,gazowe
1249000,88.0,34.0,1400.0,4.0,9,10.0,6.23,Warszawa,blok,do zamieszkania,plastikowe,miejskie
730000,50.0,67.0,640.0,2.0,parter,4.0,6.15,Warszawa,blok,do zamieszkania,,miejskie
3390000,115.0,103.0,1500.0,3.0,3,8.0,1.74,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
529000,33.4,44.0,778.0,1.0,7,8.0,5.8,Warszawa,blok,do zamieszkania,plastikowe,miejskie
999000,75.8,19.0,855.0,3.0,parter,8.0,5.25,Warszawa,blok,do zamieszkania,,miejskie
697000,53.59,26.0,966.0,3.0,3,3.0,18.29,Józefów,blok,do zamieszkania,,miejskie
